file_path,file_name,file_size,sha256,first_50_bytes_hex,detected_type,signature_match,malware_rule_hits,risk_score,verdict
G:\Users\win10secu3\Documents\File\File140,File140,157962,2616a07362b644bcaf0bdb9f045cf066d1dc270dc3ccce937d4922d73954007b,ffd8ffe000104a46494600010100000100010000ffdb004300080606070605080707070909080a0c140d0c0b0b0c1912130f,JPEG,JPEG_GENERIC,,0,CLEAN
G:\Users\win10secu3\Documents\File\File141,File141,472874,e9b15661934525f6e87edabbc0ada0a8604398b2f1f47435803a9cec645a3881,4d5a90000300000004000000ffff0000b8000000000000004000000000000000000000000000000000000000000000000000,EXE,PE_MZ_HEADER,URL_PROTOCOL;API_WINEXEC;REG_SET_VALUE,3,SUSPICIOUS
G:\Users\win10secu3\Documents\File\File142,File142,2693126,c6d39b4da918770a0a8ba7af099d3fe93723b0fa335814e073d2aa75d1c18bd9,504b03040a00000008000000210003e47bfec703000091130000140000007070742f70726573656e746174696f6e2e786d6c,ZIP,OOXML_PPTX_HINT,URL_PROTOCOL,1,CLEAN
G:\Users\win10secu3\Documents\File\File143,File143,1635658,81759f96075607fb7a984d8e9a6471e85a637146fec753e48eefe4d05a37e626,ffd8ff0000000d4948445200000388000004ec0806000000c272ac0c0001000049444154789cecfd599324499226887dcc22,JPEG,JPEG_GENERIC,,0,CLEAN
G:\Users\win10secu3\Documents\File\File144,File144,2490902,fdf18d8256d5950e63a8ae81982706e49c206760e03896555156f2d935718b9c,504b03040a000000000000002100ffffffff1c0200001c020000100000005b74726173685d2f303030302e646174ffffffff,ZIP,ZIP_PK_HEADER,,0,CLEAN
G:\Users\win10secu3\Documents\File\File145,File145,82840,dff503b08e4f8818a56b64390d279d741919f743891329a4280bbb0061f6b2c0,504b030414000600080000002100ffbf187a2e020000570d00001300c2015b436f6e74656e745f54797065735d2e786d6c20,ZIP,ZIP_PK_HEADER,,0,CLEAN
G:\Users\win10secu3\Documents\File\File146,File146,3072,31096b3f8270edc5ddcb3dbd462c41afb39b2caabb928aa6938010a7e24578f2,4d5a90000300000004000000ffff0000b8000000000000004000000000000000000000000000000000000000000000000000,EXE,PE_MZ_HEADER,,0,CLEAN
G:\Users\win10secu3\Documents\File\File147,File147,156,2ddbd5f4ce4eccba52f3cc7ecf4929dfb571361d97a33ab3246617f70c9d482f,406563686f206f66660d0a736574206d6573736167653d4c6f6164696e672072616e646f6d20746578742e2e2e0d0a666f72,BAT,BAT_ECHO_OFF,IPV4_LITERAL,1,CLEAN
G:\Users\win10secu3\Documents\File\File148,File148,315392,9e345ad76741371fbba34da23c39ccc3897ae35846ee44ab79fbfe18d3a9fd4e,fffb90000300000004000000ffff0000b8000000000000004000000000000000000000000000000000000000000000000000,MP3,MP3_ID3V1,REG_SET_VALUE,1,CLEAN
G:\Users\win10secu3\Documents\File\File149,File149,27228,ca651505e86f7be138e5fc8a11b450a175064952e4bf882c332aba1831497212,504b0304140008080800ce13765900000000000000000000000010000000776f72642f666f6f746572312e786d6ced57ff6e,ZIP,OOXML_DOCX_HINT,,0,CLEAN
G:\Users\win10secu3\Documents\File\File150,File150,955283,9db6a42860fa24a4f1b731f6ec736bd1235f95806c66b6d27064dde5917a974e,504b03040a000000000000002100ffffffff2002000020020000100000005b74726173685d2f303030302e646174ffffffff,ZIP,ZIP_PK_HEADER,,0,CLEAN
G:\Users\win10secu3\Documents\File\File151,File151,4723372,861b99687b257f226a124b0bf7d028d46bef5cfb31cccf4e68bd448af06fc2d4,504b030414000600080000002100b7bbc7dca402000000250000130008025b436f6e74656e745f54797065735d2e786d6c20,ZIP,ZIP_PK_HEADER,URL_PROTOCOL,1,CLEAN
G:\Users\win10secu3\Documents\File\File152,File152,151135,6329dda11c90cc6461e58fbebfb0ed1ae744d5177b647748826eb22472b128c4,ffd8ffe000104a46494600010100000100010000ffdb004300080606070605080707070909080a0c140d0c0b0b0c1912130f,JPEG,JPEG_GENERIC,,0,CLEAN
G:\Users\win10secu3\Documents\File\File153,File153,40590,2d722a116f991e38f3f64fd486109be6280d91c1804682b4e40f67a7682d899f,504b0304140008080800babb755500000000000000000000000010000000786c2f636f6d6d656e7473312e786d6c8d53cb6e,ZIP,OOXML_XLSX_HINT,,0,CLEAN
G:\Users\win10secu3\Documents\File\File154,File154,22534,42f2787a27c9889b60b1ef6da602c57c9a4fe0b6a945c7cc0fda60a8980d7e35,45006400750063006100740069006f006e0061006c00200043006f006d006d0075006e0069007400790020004c0069006300,UNKNOWN,,,0,CLEAN
G:\Users\win10secu3\Documents\File\File155,File155,301568,3e30293590a4f124e5ad3a783f312f0a4607331799d31e103011a90af5aa8e92,4d5a50000200000004000f00ffff0000b80000000000000040001a0000000000000000000000000000000000000000000000,EXE,PE_MZ_HEADER,,0,CLEAN
G:\Users\win10secu3\Documents\File\File156,File156,347444,2dc04d6ab4d83b63c572f6a2aa0817c70394b8cb7342ea603a04e8cee59d764e,255044462d312e370a25f6e4fcdf0a312030206f626a0a3c3c0a2f54797065202f436174616c6f670a2f5061676573203220,PDF,PDF_HEADER_V1,URL_PROTOCOL,1,CLEAN
G:\Users\win10secu3\Documents\File\File157,File157,10483,320bee996580871e3863b5d8bcb333a83519bff327e2764bb82f84065f44d25d,41636164656d69632046726565204c6963656e736520282241464c222920762e20332e300d0a0d0a54686973204163616465,TXT,TXT_HEURISTIC,,0,CLEAN
G:\Users\win10secu3\Documents\File\File158,File158,631,164de5ced33b91f414e4837d123d2d77b44a1abc6bd23ccb8183f0e1355d0d9b,efbbbf3c230a2e53594e4f505349530a09496e7374616c6c732053706f746966790a2e4445534352495054494f4e0a095468,PS1,PS1_UTF8_BOM,URL_PROTOCOL,1,CLEAN
G:\Users\win10secu3\Documents\File\File159,File159,317088,c50e84b679470efe6494352ebef66cda2b5bda1dd30981036ff4faaca28d9544,4d5a8b000300000020000000ffff070000016540000000004000000001000000000000000000000000000000000000000000,EXE,PE_MZ_HEADER,,0,CLEAN
G:\Users\win10secu3\Documents\File\File160,File160,4096,d0e714e047c50e9635d0eb408a19a5487f64950d40aa7e3f5fb03fd80550d9ed,4d5a90000300000004000000ffff0000b8000000000000004000000000000000000000000000000000000000000000000000,EXE,PE_MZ_HEADER,,0,CLEAN
G:\Users\win10secu3\Documents\File\File161,File161,50971,b424fe8fe48d94e754bf63fc1d31eca150177edbd63065873931b833b1d92c8d,504b030414000600080000002100b5cf3e7b02010000bb0200000b0008025f72656c732f2e72656c7320a2040228a0000200,ZIP,ZIP_PK_HEADER,,0,CLEAN
G:\Users\win10secu3\Documents\File\File162,File162,28514,19cfcbd8a84eafdc7d99627b9a8e6a3b38d2414e124a412cd928ff0c3107467e,504b030414000600080000002100a404cfe97101000098050000130008025b436f6e74656e745f54797065735d2e786d6c20,ZIP,ZIP_PK_HEADER,,0,CLEAN
G:\Users\win10secu3\Documents\File\File163,File163,174733,a318143f9603d13e7c8f2afbcb27d8dd4045676773ea4170e60543e39f9d5aef,ffd8ffe000104a46494600010100000100010000ffdb004300080606070605080707070909080a0c140d0c0b0b0c1912130f,JPEG,JPEG_GENERIC,,0,CLEAN
G:\Users\win10secu3\Documents\File\File164,File164,12440,2d6f7296759859738048cf02b07f381cab62045037950e590f419df824adfc36,4d5a90000300000004000000ffff0000b8000000000000004000000000000000000000000000000000000000000000000000,EXE,PE_MZ_HEADER,URL_PROTOCOL,1,CLEAN
G:\Users\win10secu3\Documents\File\File165,File165,696,1adecb3b5a3882cedce9fd64cddafebdcb045fe7035aac8f02ffe64dc827593c,efbbbf3c230d0a2e53594e4f505349530d0a2020202020202020496e7374616c6c732043686f636f6c6174657920286e6565,PS1,PS1_UTF8_BOM,URL_PROTOCOL,1,CLEAN
G:\Users\win10secu3\Documents\File\File166,File166,3072,565d4e064b9757bf3e30ff5f229f401c113aa6f073eb823f6d8994be5b189f0b,4d5a90000300000004000000ffff0000b8000000000000004000000000000000000000000000000000000000000000000000,EXE,PE_MZ_HEADER,,0,CLEAN
G:\Users\win10secu3\Documents\File\File167,File167,1233,147a3761456127bcb8ada2c34728a301d01acd316946aad7d605c3a9ce37e6f2,54686973206973206672656520616e6420756e656e63756d626572656420736f6674776172652072656c656173656420696e,TXT,TXT_HEURISTIC,URL_PROTOCOL,1,CLEAN
G:\Users\win10secu3\Documents\File\File168,File168,7815,f831e7eed577481687a9bc0b48024e5e40b6f655fcde073ede964b50be5d55d9,20202020202020202020202020202020202020474e55204c45535345522047454e4552414c205055424c4943204c4943454e,TXT,TXT_HEURISTIC,URL_PROTOCOL,1,CLEAN
G:\Users\win10secu3\Documents\File\File169,File169,781,5ca9c2b5b336be53bfe6310c3ea4a51f85d003898e267d9871803d05b1c1214f,efbbbf3c230a2e53594e4f505349530a095072696e747320746865205348413531322068617368206f6620612066696c650a,PS1,PS1_UTF8_BOM,URL_PROTOCOL,1,CLEAN
G:\Users\win10secu3\Documents\File\File170,File170,6138710,bf2180708e187ea7b3118b65d83767054c8fbdfc258c3fc7d0980f4d936de028,504b030414000600080000002100c3aa5d0e8d020000581d0000130008025b436f6e74656e745f54797065735d2e786d6c20,ZIP,ZIP_PK_HEADER,,0,CLEAN
G:\Users\win10secu3\Documents\File\File171,File171,1011368,021ea4dc427c81adebedb8152f67e67de7dc74417b65c2e276c58ca7d27112fc,504b03041400060008000000210033a54b358a01000099050000130008025b436f6e74656e745f54797065735d2e786d6c20,ZIP,ZIP_PK_HEADER,URL_PROTOCOL,1,CLEAN
G:\Users\win10secu3\Documents\File\File172,File172,17097,f98118e352c0c17b1bd04afee6f258d5c29116bf5e6b74fa0a28148ab372519a,4d6f7a696c6c61205075626c6963204c6963656e73652056657273696f6e20322e300d0a3d3d3d3d3d3d3d3d3d3d3d3d3d3d,TXT,TXT_HEURISTIC,URL_PROTOCOL,1,CLEAN
G:\Users\win10secu3\Documents\File\File173,File173,19232,d042f2a62c3169aae27e079f596effacf5c7d98e3777f230908e1a27f97d4aeb,4d5a90000300000004000000ffff0000b8000000000000004000000000000000000000000000000000000000000000000000,EXE,PE_MZ_HEADER,URL_PROTOCOL,1,CLEAN
G:\Users\win10secu3\Documents\File\File174,File174,113,40e4e9e028ff2c341f0f10c7e39bf16bb5328d3faa71e87b4e9bdb117101f0da,406563686f206f66660d0a736574202f6120613d2572616e646f6d25202525203130300d0a736574202f6120623d2572616e,BAT,BAT_ECHO_OFF,,0,CLEAN
G:\Users\win10secu3\Documents\File\File175,File175,829,e1be23b940aa48907364cf126cd3ba656d13f6e9db0317f5072e22952e3c36f2,efbbbf3c230a2e53594e4f505349530a09496e7374616c6c7320564c430a2e4445534352495054494f4e0a09546869732050,PS1,PS1_UTF8_BOM,URL_PROTOCOL,1,CLEAN
G:\Users\win10secu3\Documents\File\File176,File176,3072,827be39a735f8c49e3fc483b5a57401c463c0aa306ab14f277f20453f45833a1,4d5a90000300000004000000ffff0000b8000000000000004000000000000000000000000000000000000000000000000000,EXE,PE_MZ_HEADER,,0,CLEAN
G:\Users\win10secu3\Documents\File\File177,File177,12064,b12679d33126d2dcb0cd3625fccf5c3afc40d95c1be36dc55f7471de94929d23,4d5a90000300000004000000ffff0000b8000000000000004000000000000000000000000000000000000000000000000000,EXE,PE_MZ_HEADER,URL_PROTOCOL,1,CLEAN
